population,zipcode,State_Name,County,City,Place,Type,Mean,Median,Stdev,Topic_Mortality,Data_Value_Mortality
509,61816,Illinois,Adams County,Broadlands,Camp Point,Track,72568,65101,45592,Heart Disease Mortality,262.8
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,347.5
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,308.7
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,325.7
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,401.9
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,358.3
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,233.7
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,419.4
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,340
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,319.6
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,307.5
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,384.5
1792,62531,Illinois,Adams County,Edinburg,Camp Point,Track,60855,57067,38539,Heart Disease Mortality,262.8
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,347.5
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,308.7
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,325.7
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,401.9
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,358.3
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,233.7
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,419.4
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,340
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,319.6
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,307.5
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,384.5
16355,62568,Illinois,Adams County,Taylorville,Camp Point,Track,54757,42989,39132,Heart Disease Mortality,262.8
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,347.5
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,308.7
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,325.7
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,401.9
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,358.3
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,233.7
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,419.4
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,340
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,319.6
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,307.5
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,384.5
1630,62546,Illinois,Adams County,Morrisonville,Camp Point,Track,39675,300000,23156,Heart Disease Mortality,262.8
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,347.5
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,308.7
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,325.7
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,401.9
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,358.3
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,233.7
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,419.4
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,340
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,319.6
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,307.5
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,384.5
7395,62441,Illinois,Adams County,Marshall,Camp Point,Track,53705,48768,33492,Heart Disease Mortality,262.8
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,347.5
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,308.7
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,325.7
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,401.9
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,358.3
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,233.7
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,419.4
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,340
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,319.6
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,307.5
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,384.5
2421,62442,Illinois,Adams County,Martinsville,Camp Point,Track,58283,39356,53526,Heart Disease Mortality,262.8
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,347.5
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,308.7
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,325.7
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,401.9
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,358.3
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,233.7
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,419.4
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,340
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,319.6
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,307.5
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,384.5
7589,62231,Illinois,Adams County,Carlyle,Camp Point,Track,66206,61079,43232,Heart Disease Mortality,262.8
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,347.5
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,308.7
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,325.7
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,401.9
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,358.3
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,233.7
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,419.4
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,340
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,319.6
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,307.5
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,384.5
1794,62245,Illinois,Adams County,Germantown,Camp Point,Track,71655,57699,49802,Heart Disease Mortality,262.8
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,347.5
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,308.7
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,325.7
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,401.9
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,358.3
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,233.7
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,419.4
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,340
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,319.6
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,307.5
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,384.5
1204,60602,Illinois,Adams County,Chicago,Camp Point,Track,90615,62317,78883,Heart Disease Mortality,262.8
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,347.5
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,308.7
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,325.7
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,401.9
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,358.3
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,233.7
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,419.4
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,340
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,319.6
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,307.5
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,384.5
16001,60070,Illinois,Adams County,Prospect Heights,Camp Point,Track,102807,300000,58748,Heart Disease Mortality,262.8
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,347.5
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,308.7
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,325.7
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,401.9
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,358.3
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,233.7
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,419.4
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,340
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,319.6
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,307.5
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,384.5
19777,60194,Illinois,Adams County,Schaumburg,Camp Point,Track,65062,62292,42867,Heart Disease Mortality,262.8
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,347.5
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,308.7
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,325.7
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,401.9
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,358.3
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,233.7
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,419.4
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,340
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,319.6
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,307.5
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,384.5
4769,60195,Illinois,Adams County,Schaumburg,Camp Point,Track,135100,300000,51366,Heart Disease Mortality,262.8
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,347.5
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,308.7
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,325.7
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,401.9
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,358.3
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,233.7
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,419.4
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,340
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,319.6
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,307.5
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,384.5
12590,60712,Illinois,Adams County,Lincolnwood,Camp Point,Track,85385,56994,71972,Heart Disease Mortality,262.8
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,347.5
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,308.7
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,325.7
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,401.9
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,358.3
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,233.7
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,419.4
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,340
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,319.6
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,307.5
10246,60171,Illinois,Adams County,River Grove,Camp Point,Track,43345,300000,25684,Heart Disease Mortality,384.5
