Company Name,Address,City,State,County,Employee Count,Annual Sales,Industry,Zip1
Coldwell Banker,105 Country Club Pkwy,Maumelle,AR,Pulaski,20 To 49,$10 To 20 Million,Personal Trainers-Fitness,72113
Anytime Fitness,1607 Albert Pike Rd,Hot Springs National Park,AR,Garland,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,71913
Anytime Fitness,2229 Trinity Ctr,Texarkana,AR,Miller,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,71854
"Turpin, Kellie A",700 Salem Rd,Conway,AR,Faulkner,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72034
Anytime Fitness,203 E Military Rd # 1,Marion,AR,Crittenden,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72364
Little Rock Climbing Ctr,12120 Colonel Glenn Rd Ste 7000,Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Physical Fitness Ct,72210
Pilates Studio Of Little Rock,3625 Kavanaugh Blvd,Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72205
Curves,1909 Old County Rd,Pocahontas,AR,Randolph,1 To 10,"Less Than $500,000",Exercise Salon,72455
Little Rock Athletic Club,4610 Sam Peck Rd,Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Health Club,72223
Little Rock Racquet Club,1 Huntington Rd,Little Rock,AR,Pulaski,50 To 99,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,72227
Fitness Together,113 Se 22nd St,Bentonville,AR,Benton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72712
Spa Esthetiques Of Bentonville,1706 Se Walton Blvd Ste 8,Bentonville,AR,Benton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72712
Fayetteville Athletic Club,2920 E Zion Rd,Fayetteville,AR,Washington,1 To 10,"Less Than $500,000","Athletic Club And Gymnasiums, Membership",72703
Snap Fitness,5713 S Chanberry Ln,Rogers,AR,Benton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72758
Mercy Fitness Ctr,7600 Dallas St,Fort Smith,AR,Sebastian,10 To 19,"Less Than $500,000",Physical Fitness Ct,72903
Curves,5111 Rogers Ave,Fort Smith,AR,Sebastian,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72903
Stage Toter,2974 E Emma Ave,Springdale,AR,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72764
Straight & Narrow,513 S Elm St,Hope,AR,Hempstead,Unknown,Unknown,Physical Fitness Ct,71801
Jrmc Wellness Ctr,1301 W 40th Ave,Pine Bluff,AR,Jefferson,10 To 19,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,71603
Pulse Premier Fitness,6221 Highway 5 N Ste 5,Bryant,AR,Saline,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72022
Downtown Athletic Club,111 Center St Ste 1,Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Physical Fitness Facilities,72201
Serenity Day Spa & Tanning Sln,1102 N Jackson,Magnolia,AR,Columbia,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,71753
Zone Muscle & Fitness,309 W Church Ave,Berryville,AR,Carroll,1 To 10,"Less Than $500,000",Physical Fitness Facilities,72616
Trim Gym Health & Fitness Club,1916 Race St,Jonesboro,AR,Craighead,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,72401
Marvin Altman Fitness Ctr,810 Lexington Ave,Fort Smith,AR,Sebastian,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,72901
Pilates Plus,2403 Main Dr Ste 5,Fayetteville,AR,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72704
Infiniti Athletics,305 Se 22nd St Ste 11,Bentonville,AR,Benton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72712
Fitness 4 Less,2668 E Citizens Dr Ste 2,Fayetteville,AR,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72703
Northwest Athletic Club,4409 S Thompson St,Springdale,AR,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72764
World Gym,8 W Prairie Dunes Ct,Rogers,AR,Benton,1 To 10,"Less Than $500,000",Physical Fitness Facilities,72758
First Fitness,7163 Shighway 61,Osceola,AR,Mississippi,Unknown,Unknown,Physical Fitness Facilities,72370
Labor Ready Inc,50 Oaklawn Vlg,Glenwood,AR,Pike,1 To 10,"Less Than $500,000",Physical Fitness Facilities,71943
Destination Walk,2112 W Huntsville Ave,Springdale,AR,Washington,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,72762
G  Co Spa,109 N Plaza Ct,Van Buren,AR,Crawford,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,72956
"Snow, Lanie",22 Southpark Center,Nashville,AR,Howard,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,71852
American Recreation Products,902 Se 5th St Ste 4,Bentonville,AR,Benton,1 To 10,"Less Than $500,000",Gymnasiums,72712
Arkansas Children's Hospital,1 Childrens Way,Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72202
Citizens Bank,1698 Higdon Ferry Rd,Hot Springs National Park,AR,Garland,1 To 10,Unknown,Weight Reducing Clubs,71913
Ymca,6808 S Hazel St,Pine Bluff,AR,Jefferson,10 To 19,Unknown,Physical Fitness Ct,71603
Curves,246 E New Boston Rd,Nashville,AR,Howard,1 To 10,"Less Than $500,000",Exercise Salon,71852
Alpha Omega Gymnastics Inc,107 N Main St,Harrison,AR,Boone,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72601
Wild Ivy Hair Salon  Day Spa,3307 N Cresent Dr,Bryant,AR,Saline,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72022
Xertion Fitness Llc,2251 Bill Foster Memorial Hwy,Cabot,AR,Lonoke,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72023
Mrc Of North Little Rock,3807 Mccain Park Dr,North Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72116
Jazzercise,21 Lexington Dr,Conway,AR,Faulkner,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72034
Jim Dailey Fitns  Aquatic Ctr,300 S Monroe St,Little Rock,AR,Pulaski,1 To 10,Unknown,Physical Fitness Ct,72205
Professional Fitness,650 S Shackleford Rd Ste 234,Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Physical Fitness Ct,72211
Suchness Spa,83 Spring St,Eureka Springs,AR,Carroll,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72632
Crescent Hotel  Spa,75 Prospect Ave,Eureka Springs,AR,Carroll,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72632
Acoustic Body Sculpting,624 S Pine St,Harrison,AR,Boone,1 To 10,"Less Than $500,000",Physical Fitness Ct,72601
Personal Training Plus,2303 Jaybee Dr,Jonesboro,AR,Craighead,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72404
Roller Weight Loss & Advanced,1280 E Stearns St Ste 5,Fayetteville,AR,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72703
Cheers Unlimited,3406 Willow Rd,Jonesboro,AR,Craighead,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,72404
Burton Pools  Spas,6121 S Zero St,Fort Smith,AR,Sebastian,1 To 10,$1 To 2.5 Million,Fitness & Recreational Sports Centers,72903
Paw Spa,1519 Phoenix Ave,Fort Smith,AR,Sebastian,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,72901
Aaf,651 Highway 412 W,Siloam Springs,AR,Benton,1 To 10,$1 To 2.5 Million,Physical Fitness Ct,72761
D2  Assoc,419 S Main St,Searcy,AR,White,1 To 10,Unknown,Health Clubs Studios & Gymnasiums,72143
10 Fitness,6929 John F Kennedy Blvd,North Little Rock,AR,Pulaski,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,72116
Aerobicswoman,11882 E Ponce De Leon,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Pilates,85749
Westwood Health & Fitness Ctr,7355 E Thompson Peak Pkwy Apt T1001,Scottsdale,AZ,Maricopa,50 To 99,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,85255
Flagstaff Athletic Club,1200 W Route 66,Flagstaff,AZ,Coconino,100 To 249,$2.5 To 5 Million,Fitness & Recreational Sports Centers,86001
B R Consulting Inc,450 Jordan Rd,Sedona,AZ,Coconino,1 To 10,"Less Than $500,000",Exercise Facilities,86336
Jazzercise,1835 W State Route 89a,Sedona,AZ,Yavapai,1 To 10,"Less Than $500,000",Exercise Facilities,86336
Curves,1890 W State Route 89a Ste C,Sedona,AZ,Yavapai,1 To 10,"Less Than $500,000",Exercise Facilities,86336
Spa Parts Plus,6500 E 6th St Ste A,Prescott Valley,AZ,Yavapai,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,86314
Snap Fitness,400 W Finnie Flat Rd,Camp Verde,AZ,Yavapai,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,86322
La Fitness,4240 N 1st Ave,Tucson,AZ,Pima,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,85719
Curves,150 S Houghton Rd Ste 140,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85748
La Mariposa Resort,1501 N Houghton Rd,Tucson,AZ,Pima,50 To 99,$2.5 To 5 Million,Fitness & Recreational Sports Centers,85749
Mad Dog Fitness,2250 Highway 95 Ste 376,Bullhead City,AZ,Mohave,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,86442
Curves,1751 Highway 95 Ste 183,Bullhead City,AZ,Mohave,1 To 10,"Less Than $500,000",Exercise Facilities,86442
Cross Fit Tucson,3820 S Palo Verde Rd Ste 108,Tucson,AZ,Pima,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,85714
Grand Rental Station,826 Miller Valley Rd,Prescott,AZ,Yavapai,1 To 10,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,86301
Propeller Co,1520 Acoma Ln W Ste F,Lake Havasu City,AZ,Mohave,1 To 10,"$500,000 To $1 Million",Pilates,86403
Powerhouse Gym,9166 E Maple Ln,Scottsdale,AZ,Maricopa,50 To 99,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,85255
Precision High School,3906 E Broadway Rd Ste 105,Phoenix,AZ,Maricopa,50 To 99,Unknown,Health Spas,85040
Life Time Fitness,1616 W Ruby Dr,Tempe,AZ,Maricopa,100 To 249,$2.5 To 5 Million,Health Club,85284
Pro Fitness Llc,7420 S Rural Rd Ste B3,Tempe,AZ,Maricopa,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,85283
Results Only,7030 N 7th St,Phoenix,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85020
Thurston Personal Training,2716 E Bell Rd,Phoenix,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85032
Mountainside Fitness,725 W Warner Rd,Gilbert,AZ,Maricopa,1 To 10,"Less Than $500,000",Health Club,85233
Joan Smith Enterprises Inc,4320 W Chandler Blvd Ste 1,Chandler,AZ,Maricopa,20 To 49,$5 To 10 Million,Spas,85226
Snap Fitness,2025 S Alma School Rd Ste 4,Mesa,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85210
Village Racquet & Health Club,4444 E Camelback Rd,Phoenix,AZ,Maricopa,100 To 249,$5 To 10 Million,Health Clubs Studios & Gymnasiums,85018
Willo Medispa,201 E Monterey Way,Phoenix,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85012
Fitness Solutions Inc,4145 N 6th Ave,Phoenix,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85013
Steve's Fitness Plus,6016 E Mckellips Rd Ste 4,Mesa,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85215
Focus On Fitness,2910 S Greenfield Rd Apt 1107,Gilbert,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85295
Snap Fitness,35882 W Marin Ave,Maricopa,AZ,Pinal,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85138
Iron Belle Fitness,4730 E Silverwood Dr,Phoenix,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85048
"Mason, Jana",2629 E Rose Garden Ln,Phoenix,AZ,Maricopa,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,85050
Active Bodies,1337 S Gilbert Rd Ste 123,Mesa,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85204
La Fitness,63 E Southern Ave,Tempe,AZ,Maricopa,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,85282
Snap Fitness,1459 S Higley Rd Ste 101,Gilbert,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85296
Fit Zone,1301 E University Dr Ste 125,Tempe,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85281
Red Mountain Ranch Country Clb,6430 E Teton Cir,Mesa,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85215
Trailhead Athletic Club,7900 E Eagle Crest Dr,Mesa,AZ,Maricopa,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,85207
Snap Fitness,973 E Cottonwood Ln Ste 110,Casa Grande,AZ,Pinal,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85122
Curves,13350 S Sunland Gin Rd Ste A2,Arizona City,AZ,Pinal,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85123
Snap Fitness,21258 E Rittenhouse Rd Ste 109,Queen Creek,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85142
Peaks Athletic Club,12545 N Saguaro Blvd,Fountain Hills,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85268
Body Definitions,14015 N 94th St Apt 1050,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85260
Camp Aj,7621 E Gray Rd Ste F,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85260
Success Fitness Trainer,7645 E Evans Rd Ste 140,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85260
Bringing You Fitness,9160 E Shea Blvd Ste 106,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85260
La Fitness,1350 S Longmore Ste 22,Mesa,AZ,Maricopa,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,85202
Fitness Together,11893 E Charter Oak Cir,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85259
"Gibbons, Michael J Dds",7477 E Doubletree Ranch Rd,Scottsdale,AZ,Maricopa,1 To 10,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,85258
Fitness Propelled,5335 E Shea Blvd,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85254
Back In Shape,9875 S Priest Dr Ste 102,Tempe,AZ,Maricopa,1 To 10,"$500,000 To $1 Million",Physical Fitness Ct,85284
Mountainside Fitness,1920 S Alma School Rd,Chandler,AZ,Maricopa,100 To 249,$2.5 To 5 Million,Health Club,85286
Aron Talenfeld Cpt,140 S Tucson Blvd,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85716
Laser 1,4320 N Campbell Ave Ste 230,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85718
Body Works Studio Inc,1980 E River Rd Ste 250,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Aerobic Dance And Exercise Classes,85718
Ultimate Fitness & Rehab,4685 S Ash Ave Ste H-1,Tempe,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85282
Fitness Road,209 E Baseline Rd Ste E108,Tempe,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85283
La Bella Salon & Day Spa,1035 W Queen Creek Rd Ste 203,Chandler,AZ,Maricopa,20 To 49,"$500,000 To $1 Million",Physical Fitness Ct,85248
Neutral Corner Gym,1130 S Wilmot Rd,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85711
Fitness One,9028 W Union Hills Dr Ste 2,Peoria,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85382
Curves,14291 W Grand Ave Ste 110,Surprise,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85374
Cimarron Day Spa,17100 W Clearview Blvd,Surprise,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85387
Snap Fitness,3840 W 24th St Ste 2,Yuma,AZ,Yuma,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85364
Thorbecke's Weight Lifting Clb,936 N Stadem Dr Ste 6,Tempe,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85281
Perfit Bodies,5082 S Price Rd Ste 105,Tempe,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85282
Pilates Room,20789 N Pima Rd,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85255
Summit Fitness Inc,800 E Fry Blvd,Sierra Vista,AZ,Cochise,10 To 19,"$500,000 To $1 Million",Physical Fitness Ct,85635
Snap Fitness,1970 W River Rd Ste 150,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85704
Avtar Wellness,284 E Cedarvale Rd,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85704
Ladies Workout Express,13045 W Hidalgo Ave,Avondale,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85323
Cold Iron Gym & Health Club,707 E Allen St,Tombstone,AZ,Cochise,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85638
Club Usa Health & Fitness,113 W Main St Ste B,Payson,AZ,Gila,1 To 10,"Less Than $500,000",Physical Fitness Ct,85541
Better Bodies,1101 N Wilmot Rd Ste 123,Tucson,AZ,Pima,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,85712
Tucson Therapy,Po Box 36137,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85740
Psychosomatic Fitness,4444 E Grant Rd,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85712
Snap Fitness,8567 N Silverbell Rd Ste 127,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85743
Arizona Pilates Academy,7535 S Avenida De Belleza,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85747
Dsf Express-4 Llc,7545 S Houghton Rd,Tucson,AZ,Pima,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85747
Curves,5225 S Highway 95 Ste 10,Fort Mohave,AZ,Mohave,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,86426
Sedona Fit,1835 W State Route 89a Ste 6,Sedona,AZ,Yavapai,1 To 10,"Less Than $500,000",Health Club,86336
Snap Fitness,976 S Main St Ste D,Cottonwood,AZ,Yavapai,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,86326
Snap Fitness,2971 Willow Creek Rd Ste 5c,Prescott,AZ,Yavapai,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,86301
Golden Door Spa At The Boulder,34631 N Tom Darlington Dr,Scottsdale,AZ,Maricopa,100 To 249,$5 To 10 Million,Spas,85262
Cross Fit,4012 E Broadway Rd Ste 310,Phoenix,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85040
Curves,554 E Sherri Dr,Gilbert,AZ,Maricopa,1 To 10,"Less Than $500,000",Exercise Facilities,85296
Dahn Yoga & Health Ctr Inc,1910 S Stapley Dr,Mesa,AZ,Maricopa,1 To 10,"Less Than $500,000",Exercise Facilities,85204
Desert Devils Gymnstcs-Chrldng,1927 N Gilbert Rd # 107,Mesa,AZ,Maricopa,20 To 49,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,85203
Fit Stop,553 E University Dr,Mesa,AZ,Maricopa,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,85203
Little Gym,7001 N Scottsdale Rd Ste 1050,Paradise Valley,AZ,Maricopa,100 To 249,Unknown,Physical Fitness Facilities,85253
La Fitness,7225 S Power Rd # A,Queen Creek,AZ,Maricopa,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,85142
Fitness Works,112 E Mckellips Rd,Mesa,AZ,Maricopa,1 To 10,"Less Than $500,000",Physical Fitness Facilities,85201
Fitness Works,Po Box 6748,Chandler,AZ,Maricopa,1 To 10,"Less Than $500,000",Physical Fitness Facilities,85246
Employee Health Mgmt Syst,303 N Centennial Way,Mesa,AZ,Maricopa,1 To 10,"$500,000 To $1 Million",Physical Fitness Facilities,85201
Valley Of The Sun Jewish Cmnty,12701 N Scottsdale Rd,Scottsdale,AZ,Maricopa,100 To 249,Unknown,Fitness & Recreational Sports Centers,85254
Scottsdale Sport Club,13220 N Scottsdale Rd,Scottsdale,AZ,Maricopa,1 To 10,"Less Than $500,000",Exercise Facilities,85254
Fitness Forum Inc,2130 W Chandler Blvd # C,Chandler,AZ,Maricopa,20 To 49,$1 To 2.5 Million,Physical Fitness Facilities,85224
"Zavala, Edgardo Md",2310 W Ray Rd Ste 1,Chandler,AZ,Maricopa,1 To 10,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,85224
Ameritemps Inc,598 N Arizona Ave,Chandler,AZ,Maricopa,1 To 10,"Less Than $500,000",Physical Fitness Facilities,85225
Jazzercise,931 E Elliot Rd,Tempe,AZ,Maricopa,1 To 10,"Less Than $500,000",Physical Fitness Facilities,85284
